p2518	t1735
p14010	a5168
p1789	t2070
p5869	t19
p5430	a2862
p1498	t913
p7829	c11
p2133	a4782
p13851	t538
p6844	a1125
p3640	t3098
p1598	t1433
p10922	t573
p3805	c7
p5269	t605
p11053	t1
p4932	t980
p3546	c7
p4394	t206
p2450	t423
p10319	t754
p1163	t19
p10921	t1483
p11096	a10183
p6731	c10
p4841	t2731
p6520	c10
p10687	c16
p8175	a9629
p5055	t370
p8160	t270
p10266	t4593
p1853	t1
p3923	t52
p4658	t18
p2792	t2850
p4681	t12
p11693	a12501
p14355	t1295
p7982	t33
p3545	a4823
p13704	t1524
p2728	t78
p11030	c16
p3397	t2879
p9541	t688
p12561	t4
p8889	a4780
p13400	t630
p2351	t360
p920	a2818
p4770	t2576
p8924	a8932
p12157	a7696
p8756	t60
p7993	t753
p8932	t10
p5935	t3
p11017	a6374
p10764	t2161
p8262	t1338
p8954	a900
p13969	t1338
p14277	t408
p7653	a974
p6089	t2613
p9761	t2215
p2146	t2018
p7568	t120
p5019	a8170
p3498	t33
p6459	t53
p9971	t270
p11333	a4780
p1377	a1599
p10582	t425
p1812	t857
p5595	c9
p13590	c18
p14370	t423
p12333	a4825
p5913	t408
p9061	t2525
p4854	t1602
p4675	t4141
p9750	t687
p12716	t392
p7475	a12017
p1411	a1205
p4456	t503
p5258	a5265
p8544	a9097
p9625	a13190
p908	t869
p7364	t43
p2941	t795
p6414	t43
p10951	t19
p890	t619
p7592	t1027
p12789	a947
p11091	t7352
p2658	t206
p10491	t1267
p12559	c18
p5946	t214
p12464	a4471
p11892	a10302
p4425	a4918
p9342	a6908
p9682	t142
p6976	t60
p4065	t149
p5819	t19
p11466	t33
p8614	a13010
p2961	t474
p9188	a1752
p14270	t4633
p10699	c16
p4164	t33
p3720	t10
p10846	t1603
p3880	a4711
p13528	t358
p14202	t103
p14296	a4508
p2296	t43
p7590	t51
p3074	t33
p6129	t1633
p607	a1313
p8799	t896
p10036	c16
p7829	t97
p6945	t2575
p4838	a11591
p6081	t712
p10015	t7293
p377	t586
p10074	t548
p12137	t535
p4259	a1759
p9072	t426
p11845	t7945
p1863	a7918
p3466	t43
p10427	a7460
p9353	t426
p7742	t426
p1561	a1432
p14371	a5337
p3687	t297
p4694	t33
p6365	a1873
p7195	t1048
p1121	t19
p7306	a3097
p3086	t385
p12371	a5985
p308	c1
p3741	t6594
p12430	t285
p9375	a8620
p2903	a4161
p13544	a10781
p8503	t977
p1851	t149
p14156	t164
p11839	t1930
p10218	c16
p3512	t4
p4764	t1496
p12387	a10160
p13571	t8446
p7887	t3747
p10429	t51
p5209	t565
p13075	a6441
p5258	t5252
p564	t1400
p1661	a4392
p5562	t1251
p8755	a8710
p8528	a8783
p1826	t2142
p5648	t12
p12987	a6802
p1025	t2731
p9567	t503
p5310	t15
p9360	t53
p13121	t902
p10678	a7688
p6707	t3673
p10884	t536
p12364	t825
p2201	a3929
p9961	t106
p1647	t695
p11990	t3121
p8822	a4855
p2886	t387
p13399	t475
p7235	t166
p1038	t40
p12583	c18
p9173	a4778
p6677	t1
p11299	t19
p5853	t166
p1921	t4
p14121	t4423
p12145	t426
p3354	t323
p2846	a5858
p8036	a10428
p762	t227
p11699	c17
p13054	a5893
p8546	a5374
p3737	a668
p10223	c16
p2199	t3619
p12127	a9332
p11963	t136
p5555	t109
p10451	t4
p4916	c8
p4949	t6327
p3999	t5604
p11168	a6288
p2651	a6860
p9670	t211
p3520	a803
p4448	t490
p7491	t4007
p6009	t1307
p8349	t737
p1462	a1528
p3688	t503
p6377	a2121
p10998	c16
p5130	a7172
p2653	a5818
p11764	t43
p11479	a7882
p12845	t8254
p10250	t1156
p4023	c7
p10693	t53
p10149	a8402
p13831	t845
p4435	a4792
p179	c1
p4349	t535
p8348	a147
p9020	t2016
p1745	t1084
p6268	a1769
p7289	t1354
p13773	t3298
p7773	t51
p2933	c5
p2505	c3
p7488	a8964
p4200	a11309
p7999	a445
p2457	t1136
p10356	t7423
p11565	t319
p9012	t118
p1661	t221
p4044	a6605
p6629	a4045
p13338	t630
p1965	t327
p9838	t759
p5182	a11742
p4188	t5824
p10183	t432
p1506	t784
p10600	t1
p1695	t19
p12949	t179
p1936	a7986
p10254	t345
p8890	t2183
p11759	a4550
p14317	t53
p10115	a5160
p11451	t43
p12383	t2165
p12242	a13977
p275	t1839
p9438	t426
p13828	t924
p12816	a4519
p4567	t2228
p14335	t1196
p8321	c11
p10577	t444
p4647	a3230
p10513	t36
p2851	t33
p12407	a565
p3545	t52
p6397	t115
p5925	a1150
p9779	t4464
p11941	c17
p9610	t10
p158	t1481
p11055	t649
p14082	t163
p9049	t52
p11418	t5429
p13283	t285
p8216	t2452
p11750	c17
p8108	t51
p10778	c16
p4991	t2030
p6090	t1296
p12415	a7490
p3397	a6169
p12855	t103
p5915	t5626
p4838	t8842
p9538	t108
p497	t2114
p6935	t43
p7186	t56
p3187	t19
p11454	a13771
p10800	t221
p2983	t4936
p5157	a11674
p7722	t674
p6647	a1311
p4901	t495
p3779	c7
p8568	a4651
p7174	t4
p2491	t115
p11134	a4084
p13385	t52
p6670	t1680
p11041	a4975
p3589	t19
p5712	t53
p3045	t60
p9948	t118
p9479	t238
p3059	c6
p10265	a7868
p9555	t959
p8059	t2055
p5275	c9
p8748	t776
p14318	t62
p1696	a2862
p11722	t674
p10730	t55
p11300	a4932
p4540	t426
p5410	t1251
p12360	a6605
p4616	t3630
p13340	t482
p911	t4
p2978	t1083
p13961	a3227
p3007	t221
p8264	t417
p7869	t417
p3593	t835
p8668	t278
p1544	t12
p11499	t106
p13956	c18
p2867	a4113
p4080	t620
p13158	t10
p10301	c16
p11488	t100
p3776	t60
p5193	t738
p6634	a1602
p9769	t10
p13350	c18
p11522	t52
p6735	t596
p6006	t1010
p14193	t2246
p5794	t108
p1742	t598
p13627	t33
p2543	t2413
p13560	t520
p9661	t4147
p12594	t53
p11349	t1004
p14194	a4367
p1837	t388
p14304	t1736
p11953	c17
p11608	a6733
p14286	a813
p7740	t1295
p11831	t2165
p12350	t36
p3468	t453
p12855	a10240
p6262	t122
p13241	t19
p5723	t734
p9329	t5728
p3071	t502
p7897	t1992
p12897	t7386
p3188	t346
p7501	a3655
p11780	t426
p2985	t475
p1798	t453
p7453	t430
p3805	t118
p5360	a1968
p417	a1968
p11780	t103
p161	a1420
p13110	t278
p6998	t12
p8583	a4537
p426	t2696
p11125	t689
p3560	t556
p2666	t60
p7756	t879
p13333	t423
p13614	c18
p13443	t1045
p12283	c17
p4823	a9528
p7576	t113
p7395	a1551
p12170	t1
p8609	t305
p9106	a11360
p13334	t33
p7307	a2263
p2572	a3928
p5434	t144
p8608	t52
p8742	t19
p2645	a9903
p413	t105
p6123	t19
p7264	t6248
p12588	a6792
p1187	t176
p2656	t610
p5290	t179
p2118	t2245
p7613	t4068
p8085	t10
p4819	t3056
p3919	t973
p13346	t19
p2135	t1867
p9775	t24
p6420	t4
p13798	t154
p6537	t142
p3332	c7
p4294	c7
p1352	t1779
p7514	t4
p2850	c5
p1823	t674
p6844	c10
p7404	t263
p8622	a5450
p2243	a5699
p9409	a8417
p9696	a8681
p10149	a11816
p4105	t591
p5522	t759
p13723	t51
p14090	a3821
p12442	t128
p10870	t149
p7982	t426
p4641	c7
p13935	t2604
p13547	a675
p1723	t33
p3890	t7100
p12334	t4729
p13732	a13949
p11168	t986
p14003	t115
p9582	t197
p13021	t115
p12020	a4303
p2746	t3103
p5869	t166
p10891	t88
p2035	t597
p8706	t520
p12468	a11476
p11045	t1386
p12148	a1765
p8151	t829
p1248	a3279
p5818	a11549
p7585	t191
p5224	t2885
p2754	t2191
p14012	a633
p372	t79
p3566	t97
p5815	a7178
p7365	t225
p13288	a1222
p11361	a10078
p14370	t1196
p4332	a8189
p11276	t1002
p5763	a8424
p5563	t834
p14309	a2717
p4310	c7
p11868	a4794
p8496	c12
p9569	t931
p11780	t4
p874	t166
p13277	t426
p11516	t474
p12605	t60
p11644	t673
p11342	a1122
p5909	t887
p11437	a4550
p7063	t5442
p5248	c9
p267	t4
p10295	c16
p6041	t728
p3079	a3101
p2220	t270
p6450	t36
p10397	a5714
p8281	t2276
p11878	t486
p9231	t831
p6353	a12223
p8054	t417
p2718	t1
p1972	c2
p11384	t1
p5352	t106
p13700	a4435
p5146	c8
p4588	a9396
p4959	t711
p6519	a2148
p7089	c10
p8670	t6889
p10693	t1
p1217	t1364
p12769	t619
p5578	t1502
p1666	t79
p9376	t1160
p5806	a1267
p8940	a836
p12936	t515
p3723	t263
p610	a2207
p8078	t458
p12811	a10119
p11951	t1
p9748	a3414
p12031	t235
p5162	t113
p1003	t88
p954	t1132
p14197	t2660
p14293	c19
p13668	a4933
p3228	a10230
p7204	a2156
p3252	t5213
p3339	a6434
p5273	t1983
p3291	t79
p14041	a4665
p2067	t2226
p11211	t1994
p7417	t43
p7244	a3066
p11303	a6380
p10382	t4602
p11356	t19
p9558	c14
p687	t2685
p1814	c2
p4666	t2972
p13659	a4735
p1013	t3509
p10704	c16
p3473	a9465
p8527	t1155
p6873	t487
p9151	t5076
p12207	t43
p13832	t4144
p13597	a4255
p2710	a9932
p2142	a1762
p7943	t1656
p10145	t2307
p2196	t53
p9852	t1828
p1219	t1975
p9662	t106
p8303	t538
p2374	t4295
p1900	a1419
p1579	t4073
p4587	t877
p8746	c12
p13251	t33
p11726	t7908
p3520	a335
p4500	t490
p3480	a4409
p12524	t4076
p2922	t19
p13243	t320
p2684	t19
p10151	a4020
p12875	a10084
p9783	t7246
p1224	t648
p3803	t168
p4042	t36
p4912	t33
p12251	t112
p10126	a8380
p8727	t6904
p13407	t453
p12137	t60
p13503	t159
p11756	t617
p4867	c8
p12366	t601
p2245	c2
p1881	t986
p13559	t115
p2723	t221
p12369	t103
p6366	t60
p4071	t3317
p6250	t43
p11719	t4
p4487	a7499
p8688	t102
p5377	t144
p13617	t33
p12848	a9161
p12564	t1156
p11848	t4
p4349	a10831
p9302	t149
p8817	a10617
p2728	c4
p6182	t675
p10685	t54
p13144	a413
p12416	a3227
p1388	t1569
p8601	a8134
p3	t44
p4356	t1359
p1998	t924
p1403	t1885
p298	t43
p2104	t39
p2395	a3871
p9553	t7182
p3620	t52
p7030	t1
p8885	t263
p7026	t3098
p3390	t128
p9983	t37
p4568	t202
p11621	t4
p11897	t10
p7338	t120
p10481	t238
p8445	a9550
p3760	t1
p7838	a6643
p3219	a4813
p4732	a11549
p6500	a3550
p1286	t345
p1165	t446
p3129	a4783
p10971	c16
p12950	t433
p6005	t1180
p9070	a8134
p4842	a363
p8207	t1718
p4569	t2679
p10377	t2
p6269	t1206
p1113	t444
p13745	t426
p9616	t43
p10370	t1
p3246	t1865
p7491	c10
p13281	t33
p7175	a3781
p13699	t19
p12583	a8846
p8567	a10559
p7087	t3445
p4771	t596
p3698	c7
p5698	a5250
p4870	t878
p11202	t81
p7401	t580
p12232	t52
p8984	t486
p11234	c17
p4356	t106
p9736	t4356
p4312	t10
p8422	t12
p852	t3326
p6879	t1075
p12254	t425
p684	t622
p8844	t19
p14301	t3123
p4884	t2519
p11783	a1222
p459	a417
p8167	t573
p6299	t1179
p8641	a6243
p3131	t1995
p8381	a7696
p4142	t19
p14070	t598
p13093	a10567
p9100	t786
p11212	a7728
p6194	t668
p5962	t9
p12565	t345
p2741	c4
p3931	t33
p12821	a9864
p6341	t33
p11665	t426
p4507	a392
p14078	t53
p9703	a12060
p10788	t4
p13335	t1315
p3504	t426
p11365	t3070
p5371	a85
p2159	t820
p2327	a8673
p5786	t179
p1583	t106
p9758	t43
p8130	t1393
p1490	t805
p2121	t221
p7156	a5049
p10119	t43
p6397	t4662
p972	t108
p4042	a611
p4116	t19
p3603	t4
p1365	a3475
p11435	a6498
p8712	c12
p3916	t571
p3613	t435
p11382	t2170
p10618	a4146
p2074	t345
p11807	t52
p10685	a8459
p12746	t5513
p2574	a4094
p3970	a11225
p7216	t688
p10355	a1927
p10659	a3928
p9500	t52
p3383	t709
p5378	t2733
p5820	c9
p10926	t1220
p7670	t1971
p11687	a7662
p1681	t836
p7217	t4032
p2210	t127
p3974	t846
p7922	c11
p3254	t1
p4966	t586
p11946	t7979
p5027	t2392
p4035	a11254
p11565	t4
p5544	t79
p4162	t1
p6138	a1901
p6383	t4671
p11424	t79
p7096	t9
p14026	t149
p4695	t8820
p6844	a9258
p1708	t128
p14300	t103
p317	t58
p14177	a1948
p11844	a6507
p2026	t52
p6275	t735
p7205	t269
p10806	t19
p11690	t88
p8400	t520
p12171	t1
p10687	t838
p10966	t103
p12675	t285
p7581	t1235
p10793	t503
p8578	c12
p10767	a7221
p3238	t502
p12431	t221
p2433	t1838
p8064	c11
p522	t554
p12651	t4423
p13204	t278
p2519	t106
p11942	a13893
p5367	t828
p8232	a12815
p5108	a3213
p1001	t4
p2960	c6
p9880	t2868
p6400	t869
p265	t1808
p12500	c17
p2141	t787
p2184	t1247
p13063	t1032
p3316	t432
p5040	a4143
p12284	t1777
p3172	t27
p2503	t395
p7710	a12614
p5460	a10010
p2677	t704
p395	c1
p666	c1
p4195	a7076
p5727	t1
p3494	t364
p11075	t212
p4934	t212
p13316	t159
p12458	t233
p5806	a1443
p242	t851
p10947	t19
p7043	t10
p7826	t480
p226	c1
p12371	c17
p7405	t2373
p8142	a4479
p10071	t2
p3009	t390
p11909	a10488
p9980	t60
p13598	t8012
p10296	t60
p3635	t60
p751	a1173
p9789	t4065
p11132	t103
p1969	t1091
p240	t635
p1605	c2
p12518	a7496
p14259	a614
p2853	t446
p10201	a8435
p4705	a4718
p3567	t43
p3642	c7
p1476	c1
p7873	t1860
p12635	a13063
p13838	t53
p4201	t487
p13344	t4
p158	t79
p4810	t2252
p404	t129
p1459	t2317
p12988	t426
p13241	t60
p8889	t43
p2287	t79
p4605	a880
p9358	t1736
p5576	t1616
p6235	t550
p14311	t490
p8317	a4410
p4676	t490
p1736	t534
p8824	t2273
p11617	t426
p13969	t7402
p1889	a519
p5842	a2947
p851	c1
p12447	a6658
p6670	a5560
p13884	c18
p5625	a3787
p12131	a4424
p1649	t432
p14163	a7330
p11233	t7132
p14216	a2422
p509	t502
p13769	a14341
p3623	t490
p11820	a4309
p9755	t674
p8440	t6708
p168	c1
p11195	c17
p7384	c10
p2602	t60
p74	t980
p6092	t37
p7771	t19
p669	t481
p8189	t3001
p6099	c10
p6699	t13
p5570	c9
p2264	a8275
p14026	t479
p5482	t224
p4636	t2004
p1923	t2275
p4649	t370
p12120	t740
p12042	t2192
p12486	a5960
p8279	t884
p1276	a2103
p12691	a14106
p2026	a3101
p13338	t4
p8178	t102
p8487	c12
p10636	a9677
p3786	t617
p12905	t426
p12939	t1827
p725	a1024
p1633	a7643
p2092	t1691
p1551	t4054
p9643	t452
p3658	t141
p3691	t115
p8711	t33
p3158	t5064
p399	t36
p4225	t667
p5707	a3960
p6477	t4581
p2042	t446
p13525	t8435
p12050	a4795
p2093	t448
p2263	t4580
p2479	t43
p6894	t37
p14264	a349
p6625	c10
p9536	t345
p1814	t674
p7453	a1521
p12053	t8012
p7433	c10
p3089	t4984
p2823	t1
p2401	t702
p4498	t132
p9403	a1838
p3959	t51
p7502	t179
p3699	t2379
p12082	a13936
p10692	c16
p10461	t212
p7448	t4229
p6516	t142
p7946	a7071
p12768	t601
p8388	t817
p3594	c7
p2489	t510
p1547	c1
p4738	t28
p13251	a377
p4256	a1759
p6430	t35
p5315	t33
p12690	t7588
p827	a951
p1815	t2118
p5162	a10520
p5749	a11951
p8726	a6526
p2503	t108
p12225	c17
p4103	t4055
p6477	t330
p12703	t4
p10591	t19
p3693	t426
p257	t537
p9233	a4630
p2191	t3007
p11477	t619
p10779	t60
p3457	a4814
p6171	t919
p11400	t435
p8377	a9219
p1630	t319
p6373	t217
p10719	t794
p11197	t7641
p13136	a8640
p9399	a7652
p5967	a5284
p12643	t330
p3857	a1760
p11959	t520
p6247	t759
p9768	t520
p10169	t423
p772	t221
p14353	a8176
p1946	t60
p452	t2748
p8415	c11
p848	t10
p12403	t43
p5360	t4
p5802	t43
p10918	t1471
p1053	a2826
p6860	t9
p5150	a6642
p9197	t4638
p5832	t4131
p12010	c17
p4039	t490
p8496	a3091
p5869	t317
p5736	t43
p4443	t33
p8750	c12
p7818	a11760
p510	t78
p4362	t2787
p9056	t2426
p14320	t537
p6246	t142
p9604	t414
p4819	a392
p5122	a6298
p5690	t19
p10997	t591
p11593	t36
p3612	a9361
p1867	t949
p434	t60
p4658	a519
p7754	c11
p1856	t271
p931	t156
p2378	t142
p13462	t202
p10733	t4
p13772	t1647
p13567	t4237
p12331	a3230
p10979	t1930
p6501	t1760
p14244	t33
p12744	t2221
p1317	a2580
p12807	t321
p11808	t60
p14128	t202
p12844	t4966
p8885	t60
p1861	t1827
p7504	t2974
p11290	t128
p13687	a12933
p8350	t481
p8046	t426
p1456	a240
p2714	t1
p8895	c13
p9835	t330
p10434	t79
p6953	t262
p10736	t2219
p8200	t60
p2900	a6272
p8882	t4425
p7312	t2745
p13340	t658
p9706	t1047
p10636	a5065
p12249	t8061
p14345	a2807
p9293	t7130
p472	t2791
p11533	t368
p6966	t1251
p12944	t51
p2109	t2954
p9065	t78
p14375	t33
p191	t1118
p10222	a2769
p3904	t938
p6140	t359
p5562	t426
p634	a2415
p11624	t4
p1962	c2
p3215	c6
p12527	t6940
p3136	a4489
p6835	t1004
p6112	t33
p3470	a7479
p1515	c1
p13517	t60
p7168	t812
p1997	t520
p12976	t60
p6125	t635
p4782	t1251
p3563	a11055
p14268	t949
p8986	t218
p3702	c7
p12093	t1826
p4472	t503
p4324	a8246
p12197	t358
p3736	t261
p14320	t8666
p6370	t120
p13719	a6602
p6279	t887
p1818	t103
p3422	t78
p422	t785
p3353	t440
p7554	c10
p2988	t838
p12160	a3079
p3553	t437
p8605	t263
p2079	t19
p5967	t4
p5189	a11749
p8673	t2379
p2655	c4
p2572	t1
p9513	t661
p1555	t820
p9328	t4
p11122	t4
p7364	a5287
p11361	t308
p6917	t1424
p7410	t43
p886	t194
p758	t79
p12500	t1224
p2757	t4
p9749	a11437
p4474	t1105
p684	t6
p860	a2763
p12220	a10099
p355	t42
p2023	t19
p14194	t2497
p14061	t106
p13907	a4550
p2646	t221
p821	t1936
p8760	t395
p8843	a4926
p528	t513
p10566	t403
p2746	a9951
p8022	t43
p5115	a452
p8884	t43
p6240	a5029
p10024	t4320
p4662	a11511
p8662	a5576
p5468	t5346
p11160	t19
p763	c1
p7166	t19
p8546	t546
p1956	c2
p1993	t2074
p7683	t220
p6912	t60
p12939	c18
p6039	t2816
p11135	t431
p7846	t998
p3201	t644
p9314	c14
p1868	t263
p1054	a1002
p3877	c7
p3694	t435
p10836	t2498
p4691	a1760
p8035	t6641
p10691	t1861
p10975	t6351
p7893	c11
p5465	c9
p4483	t604
p5531	a5927
p5858	t1
p9061	t6710
p9111	a12510
p13244	a9977
p12684	t33
p506	t49
p2483	t495
p6685	a2140
p4323	t490
p9197	t1
p3895	t211
p7922	t426
p1659	t742
p14287	t1155
p3322	a7522
p2417	t60
p3813	t1926
p770	t1241
p14324	a8082
p11622	t5721
p11989	t345
p9863	c16
p2025	a827
p3800	t52
p7009	t4379
p9969	c16
p2887	t622
p22	t232
p13993	a10830
p4193	a2231
p8930	a833
p11795	c17
p4610	t33
p8844	t2299
p7721	t78
p10403	t793
p2979	t225
p12576	a7496
p8751	a2414
p2527	t1735
p2643	a5046
p12296	t491
p5577	t88
p9859	a7611
p6230	c10
p10845	a4010
p14127	a10228
p7300	t37
p12523	t426
p1928	t36
p7442	t33
p475	t1503
p2454	c3
p1203	a3213
p13393	t226
p6706	t1731
p6534	a4908
p6879	t2628
p13968	c18
p9734	a4364
p9778	t3156
p10467	t221
p2676	t19
p10285	c16
p2296	a4030
p10516	t52
p14236	t4
p9649	t674
p9971	a7438
p11854	t767
p3836	c7
p14351	a6730
p2381	t97
p12703	a701
p1028	t395
p5853	t280
p11408	a6622
p10842	t573
p1533	t5
p10826	t496
p9225	a7150
p7026	t262
p4002	t19
p10242	t680
p14333	t10
p2221	t43
p5302	t19
p12277	a4561
p3816	a9234
p12601	a11037
p3653	a11096
p3361	t513
p11018	t649
p1691	t884
p10444	a9491
p1611	t513
p5061	t212
p8640	t4
p4622	t426
p10119	a12553
p889	t241
p2471	t662
p11098	t1371
p7990	c11
p3747	a11146
p5027	t55
p7878	c11
p4580	t19
p11500	t601
p964	t33
p11187	t7483
p970	a2940
p2806	t481
p4541	c7
p3752	t4
p7298	t313
p1344	a3443
p2854	a5964
p738	t219
p4498	a9415
p1994	t426
p11384	a13756
p11955	t2183
p10380	a2369
p3084	c6
p10491	t4
p13032	t474
p12304	a7192
p1682	c2
p12554	a6408
p11029	t4834
p1713	t963
p4980	t536
p311	t60
p9440	t13
p3266	t225
p10722	t78
p4982	t601
p7424	a211
p7659	t19
p3662	a8640
p4619	t612
p10135	t78
p12519	t179
p2936	t36
p6198	t537
p3873	t435
p10168	t481
p2332	t4211
p908	t82
p13632	t5597
p10894	t78
p10152	t1410
p1673	t781
p10720	t649
p13692	t635
p7249	c10
p9199	t1776
p12651	t129
p5558	t4
p3164	a4570
p6466	t165
p14170	a7430
p1252	t3752
p11799	t321
p6598	a12261
p280	t1527
p6366	c10
p3065	t19
p4839	a11593
p2291	t53
p5160	t149
p3712	a4306
p2165	t1070
p1079	t12
p9499	c14
p6066	t4
p454	c1
p8882	a952
p1146	t1009
p8446	t426
p3707	t5199
p1095	t3508
p5722	t3691
p5214	t4
p13422	t115
p3427	t2055
p1980	a7106
p8407	a5038
p7735	t106
p3992	a10496
p8608	t609
p4667	a11516
p2333	t327
p7810	t426
p3442	t19
p1261	t49
p9380	a5876
p10755	a13548
p10842	c16
p13177	t53
p10655	t598
p868	t49
p7211	t1371
p7637	t1320
p6621	t60
p2756	a684
p13901	t4414
p2134	t426
p464	t636
p9851	t704
p5859	t410
p2028	a1868
p9713	t7223
p13088	t159
p1515	a962
p3503	a4338
p12762	t19
p12826	c18
p1884	a7941
p8694	t4
p7356	t197
p8388	t842
p7292	c10
p126	t59
p12270	t7920
p9242	t1275
p3767	a6818
p6570	t400
p9133	t156
p12605	a7483
p11369	t1136
p2236	t4177
p13584	t60
p3064	t956
p9461	a3084
p11152	t4
p14156	t103
p4143	t426
p4378	t2250
p12761	t4
p10601	t345
p12392	c17
p4680	t1547
p9015	t1215
p1077	t692
p1817	t1260
p10198	t5610
p6901	c10
p560	a2299
p10137	a12897
p323	t486
p11053	t33
p5873	t688
p8472	a1758
p12530	t786
p8248	t775
p13116	c18
p8761	a4865
p3771	t426
p11274	t426
p5735	t2095
p4790	a8919
p9707	t7221
p3345	t786
p2581	t43
p3753	t60
p2474	t214
p5796	a10537
p3252	a7027
p343	t89
p9546	t1
p8264	a11697
p6713	t1546
p12595	t4
p5096	a11693
p8024	a5399
p767	a2343
p11374	t60
p785	t43
p2873	t1797
p13735	c18
p9859	t358
p9571	t212
p13389	a6821
p9487	t106
p5707	t4079
p11248	a640
p10024	t4
p12244	t506
p10191	t352
p14320	c19
p13814	c18
p13080	t2972
p4163	t78
p7170	a5584
p6095	t600
p10625	t221
p3342	a4562
p7251	t60
p1832	t78
p12435	t33
p12683	t474
p1202	t221
p493	t454
p6486	a2119
p4805	t33
p3300	t802
p11096	t520
p8755	t423
p13759	a10310
p5505	t12
p1077	t912
p14020	t984
p943	t37
p13198	c18
p5797	t902
p1058	c1
p5468	a1419
p3183	t1996
p9732	t417
p12171	t78
p5126	t893
p8148	t5220
p3680	a633
p5115	t142
p4647	t622
p10697	t60
p3246	t1590
p10456	t33
p8088	t142
p5190	t24
p12651	t52
p8208	t43
p12330	t90
p1345	t3774
p7542	t6431
p8461	a463
p1732	t308
p3389	a2428
p2961	a6530
p12320	t2161
p13712	a8076
p10228	t43
p9474	t1860
p12254	t950
p11556	a7494
p4295	c7
p2295	a4782
p13180	t707
p240	t483
p7065	a1370
p4349	t520
p10066	a1372
p4427	t1310
p8439	t4903
p9282	t714
p8990	t442
p6746	a2528
p897	a2834
p4087	a9191
p11312	t19
p11901	t327
p2996	t502
p1752	t1997
p8892	t4
p7103	t330
p5059	a11665
p4903	c8
p10564	t648
p7699	t417
p3110	a4655
p11950	t86
p13848	t79
p12289	t102
p5330	t12
p7049	t3060
p3722	t1297
p10280	c16
p9729	a2017
p2328	t426
p11907	t600
p2550	t360
p12498	t2
p1130	t354
p3686	t43
p13017	t330
p2764	t476
p13048	t1248
p1573	t2249
p14058	a7683
p5547	t33
p1408	t580
p8630	t1814
p10086	t432
p4887	t786
p9621	t413
p14010	t261
p10565	a13326
p6568	t4
p4624	t591
p10716	t118
p8056	t79
p1340	t79
p1707	t946
p9523	t474
p7827	t720
p9345	t1
p7382	t88
p8450	a4890
p6884	t2507
p205	t1650
p10433	t721
p10915	t2379
p11734	t1573
p2118	a8149
p13716	t696
p6937	t692
p12011	t416
p1877	t222
p6919	t1273
p9481	a7720
p10051	t33
p8748	t3012
p5682	t12
p13756	t2221
p14293	t8653
p1825	t2138
p8588	t37
p11310	t60
p9130	t43
p12670	a6788
p5478	t1260
p13862	t369
p4651	t607
p902	a2840
p1546	t4049
p8318	t79
p1318	t3595
p8362	t19
p14362	t1617
p11337	t43
p8163	t53
p2056	t1154
p7835	t1094
p13678	a10708
p4729	a4794
p2402	t343
p4187	t33
p2046	t527
p5029	c8
p835	t27
p610	t43
p1970	t1320
p7770	c11
p4909	c8
p9266	t1831
p12408	a6437
p13312	t81
p816	t3284
p6224	t43
p8111	a12770
p5257	c9
p5074	a5430
p8261	t1551
p4624	a6187
p4171	t238
p4933	c8
p1560	t1113
p5733	c9
p645	a2435
p9540	t490
p6614	a1090
p2063	t2452
p3147	t1338
p13648	a8063
p6232	a4007
p4333	a6549
p11097	t219
p5712	a71
p645	t1665
p12698	t43
p13324	a4530
p14307	t12
p13741	t8494
p13074	t19
p3085	a519
p12688	a14104
p9454	t6375
p2452	a8990
p14093	a2096
p13210	a66
p13090	t503
p9812	t7262
p14113	a4989
p5802	a2477
p9568	a11001
p13613	t674
p176	a1459
p10332	t330
p7324	c10
p2855	a10013
p8935	a3787
p8081	t33
p3342	a10948
p13181	c18
p10510	t330
p4558	c7
p7953	t633
p9767	t1609
p6347	t1135
p7099	t19
p13840	t48
p4423	c7
p11115	t3441
p1393	t33
p7876	t1674
p13161	t60
p934	a1147
p11317	a10939
p12696	c18
p3873	t78
p5425	t1433
p12277	t629
p1170	t1076
p11479	a9165
p6290	t19
p795	a2673
p7824	a8896
p230	t19
p3229	t902
p6452	t221
p14092	a297
p12531	c17
p4995	t441
p6182	t490
p6824	a2615
p7232	t2252
p8193	t106
p8178	t751
p5923	t483
p11706	t417
p14361	a14470
p11979	a5930
p2370	t795
p10899	t4
p12571	a4611
p12621	t4
p11817	c17
p3658	t515
p6056	t4
p14346	t5414
p9170	t1224
p2005	a713
p864	t3341
p13976	t345
p10168	a5687
p7256	t361
p1900	t1136
p12812	t4956
p13645	t857
p13118	t489
p6728	c10
p8122	t6677
p11383	t607
p13822	t167
p13466	t358
p4323	a3087
p14281	t2359
p7918	t458
p1058	t40
p8228	a6353
p13659	a4681
p4807	t121
p6795	t4
p9015	t692
p1439	t370
p1259	t1132
p7962	c11
p11722	a13839
p6143	t4
p12572	t426
p8065	c11
p13476	t700
p7915	t51
p8926	t1032
p1503	a3590
p1398	t10
p3581	a4481
p7048	a1119
p9517	t857
p4374	t612
p11792	a4799
p1187	t2
p12913	t52
p5264	a1247
p1695	t578
p2874	t3252
p14001	t8568
p7692	t212
p5713	t60
p11166	a13645
p7414	t79
p4087	a3101
p3371	t4957
p10119	t4655
p57	t1112
p12115	t112
p10461	t316
p5496	t2986
p818	a278
p11117	a7870
p13975	t4865
